player_id,player_name,team,position,games_played,toi_seconds,goals,assists,points,shots,hits,blocks,plus_minus,pim,fow,fol,fo_pct,GF,xG_For,Shots_For,HDC_For,Blocks_For,Hits_For,Corsi_For,OZ_Shots_For,NZ_Shots_For,DZ_Shots_For,Rush_Shots_For,ENtoS_For,EXtoEN_For,Giveaways_For,Takeaways_For,Lateral_Move_For,Longitudinal_Move_For,GameScore_For,GA,xG_Against,Shots_Against,HDC_Against,Blocks_Against,Hits_Against,Corsi_Against,OZ_Shots_Against,NZ_Shots_Against,DZ_Shots_Against,Rush_Shots_Against,ENtoS_Against,EXtoEN_Against,Giveaways_Against,Takeaways_Against,Lateral_Move_Against,Longitudinal_Move_Against,GameScore_Against,Corsi_Pct,xG_Pct
8477508,C. Lazar,EDM,F,33,541.33,0.09,0.06,0.15,0.67,2.06,0.48,-0.06,0.3,0.0,0.0,0.0,3.76,0.1,0.67,0.24,0.48,2.06,1.55,0.67,0.0,0.0,0.0,0.39,0.03,0.12,0.09,5.04,4.97,0.23,2.94,2.1,26.91,4.91,15.39,18.91,54.85,25.55,0.79,0.58,0.0,10.73,0.94,0.0,0.0,21.13,25.4,0.0,2.79,4.81
8477511,A. Mantha,PIT,F,54,894.5,0.35,0.39,0.74,1.89,0.56,0.46,0.22,0.35,0.0,0.0,0.0,3.39,0.18,1.89,0.7,0.46,0.56,3.33,1.85,0.02,0.02,0.0,0.65,0.0,1.04,0.22,10.27,12.19,0.58,3.0,2.15,27.78,5.52,16.46,21.09,56.43,26.7,0.74,0.33,0.0,11.06,1.07,0.0,0.0,20.92,28.91,0.0,5.75,7.81
8477527,R. Johnston,ANA,F,53,580.96,0.04,0.19,0.23,0.51,3.06,0.26,-0.09,1.66,0.0,0.0,0.0,3.32,0.06,0.51,0.13,0.26,3.06,1.23,0.51,0.0,0.0,0.0,0.19,0.04,0.57,0.08,4.76,3.93,0.21,3.51,2.29,29.42,6.02,16.72,18.47,57.79,27.7,0.75,0.96,0.0,11.94,1.26,0.0,0.0,20.39,25.59,0.0,2.14,2.79
8477541,D. Mermis,TOR,D,11,781.64,0.09,0.0,0.09,0.45,0.73,0.82,-0.27,1.0,0.0,0.0,0.0,3.0,0.03,0.45,0.09,0.82,0.73,1.27,0.45,0.0,0.0,0.0,0.27,0.0,0.73,0.18,0.91,3.36,0.07,2.91,2.71,31.45,6.73,16.36,16.45,62.27,30.64,0.45,0.36,0.0,11.45,0.91,0.0,0.0,21.82,33.27,0.0,2.05,1.32
8477573,N. Walker,STL,F,36,733.56,0.11,0.19,0.31,0.92,3.92,0.75,-0.06,0.67,0.0,0.0,0.0,2.61,0.1,0.94,0.17,0.75,3.92,1.67,0.89,0.06,0.0,0.0,0.53,0.06,0.5,0.08,6.04,5.81,0.36,3.78,2.02,27.61,5.61,15.56,17.58,53.81,25.94,1.03,0.64,0.0,10.39,1.14,0.0,0.0,20.96,28.29,0.0,3.08,4.86
8477574,P. Milner,WSH,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,4.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477810,J. Hanley,CGY,D,52,873.12,0.0,0.13,0.13,0.56,0.65,1.27,-0.08,0.52,0.0,0.0,0.0,2.52,0.05,0.56,0.0,1.27,0.65,1.75,0.52,0.02,0.02,0.0,0.27,0.02,0.79,0.15,17.5,11.63,0.11,3.02,2.54,29.42,6.08,16.0,19.42,56.87,27.5,1.15,0.77,0.0,11.6,0.98,0.0,0.0,20.28,25.35,0.0,3.14,2.27
8477831,P. Copley,LAK,G,9,390.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,3.11,2.46,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477839,C. Sheary,NYR,F,37,874.68,0.03,0.22,0.24,1.49,0.46,0.68,-0.11,0.22,0.0,0.0,0.0,2.46,0.12,1.49,0.24,0.68,0.46,3.22,1.43,0.0,0.05,0.0,0.62,0.05,0.7,0.35,11.72,11.32,0.26,2.78,2.4,28.19,5.62,16.54,19.38,56.59,26.78,0.73,0.68,0.0,10.24,0.95,0.0,0.0,21.64,29.84,0.0,5.59,4.98
8477845,T. van Riemsdyk,WSH,D,43,933.0,0.02,0.12,0.14,0.56,0.14,1.44,-0.16,0.37,0.0,0.0,0.0,3.05,0.05,0.56,0.05,1.44,0.14,1.47,0.49,0.05,0.02,0.0,0.19,0.02,0.72,0.21,4.28,2.58,0.13,3.12,2.58,28.81,6.53,16.74,19.0,57.56,27.44,0.81,0.56,0.0,11.67,1.05,0.0,0.0,20.25,30.07,0.0,2.56,1.95
8477903,G. Hathaway,PHI,F,46,619.67,0.02,0.02,0.04,0.46,3.87,0.76,-0.15,1.13,0.0,0.0,0.0,3.02,0.03,0.46,0.04,0.76,3.87,1.15,0.43,0.0,0.02,0.0,0.3,0.02,0.5,0.11,1.24,1.52,0.14,3.2,2.42,25.87,5.67,16.13,20.67,54.5,24.83,0.54,0.5,0.0,11.24,1.09,0.0,0.0,21.37,29.02,0.0,2.12,1.31
8477919,F. Gaudreau,SEA,F,41,975.39,0.1,0.27,0.37,1.05,0.41,0.83,0.17,0.22,0.0,0.0,0.0,3.0,0.09,1.12,0.2,0.83,0.41,2.27,0.98,0.07,0.07,0.0,0.46,0.02,0.66,0.44,6.05,14.42,0.34,2.95,2.53,29.98,5.73,18.63,20.29,63.1,28.56,0.83,0.59,0.0,12.71,1.34,0.0,0.0,20.01,27.35,0.0,3.44,3.42
8477932,A. Ekblad,FLA,D,54,1345.0,0.06,0.33,0.39,1.37,1.22,1.56,-0.19,0.76,0.0,0.0,0.0,3.06,0.1,1.37,0.09,1.56,1.22,3.35,1.33,0.02,0.02,0.0,0.63,0.0,0.94,0.28,12.53,12.9,0.37,3.24,2.27,25.8,6.11,13.63,20.56,50.59,24.11,0.98,0.7,0.0,10.2,1.28,0.0,0.0,20.71,27.75,0.0,6.27,4.23
8477933,S. Reinhart,FLA,F,55,1284.07,0.49,0.49,0.98,2.64,1.0,0.67,-0.27,0.15,0.0,0.0,0.0,3.05,0.25,2.71,0.78,0.67,1.0,5.47,2.56,0.13,0.02,0.0,0.95,0.0,0.78,0.27,12.67,22.2,0.88,3.29,2.3,25.89,6.25,13.6,20.55,50.69,24.2,0.98,0.71,0.0,10.22,1.29,0.0,0.0,20.72,27.78,0.0,9.94,9.87
8477934,L. Draisaitl,EDM,F,53,1322.94,0.51,0.96,1.47,2.87,0.49,0.25,0.23,0.45,0.0,0.0,0.0,3.42,0.3,2.92,0.96,0.25,0.49,5.4,2.85,0.06,0.02,0.0,0.96,0.06,1.66,0.42,10.84,11.59,1.09,3.45,2.17,27.4,5.36,15.96,19.68,54.74,26.11,0.72,0.57,0.0,10.77,0.87,0.0,0.0,20.53,26.47,0.0,9.06,12.48
8477935,S. Bennett,FLA,F,55,1106.89,0.35,0.42,0.76,2.6,1.84,0.4,-0.18,1.09,0.0,0.0,0.0,3.05,0.24,2.6,0.75,0.4,1.84,5.25,2.44,0.13,0.04,0.0,1.22,0.0,0.93,0.33,10.32,15.5,0.71,3.29,2.3,25.89,6.25,13.6,20.55,50.69,24.2,0.98,0.71,0.0,10.22,1.29,0.0,0.0,20.72,27.78,0.0,9.46,9.72
8477938,H. Fleury,WPG,D,17,835.59,0.0,0.0,0.0,0.65,1.35,1.53,-0.41,0.35,0.0,0.0,0.0,3.06,0.04,0.65,0.0,1.53,1.35,1.65,0.59,0.0,0.06,0.0,0.24,0.0,0.65,0.29,9.68,11.18,0.09,2.76,2.59,29.24,5.88,17.82,18.59,59.94,28.35,0.53,0.35,0.0,11.53,1.12,0.0,0.0,21.43,26.93,0.0,2.71,1.64
8477939,W. Nylander,TOR,F,39,1113.77,0.46,0.85,1.31,2.13,0.1,0.36,0.03,0.36,0.0,0.0,0.0,3.33,0.15,2.18,0.54,0.36,0.1,4.1,2.03,0.13,0.03,0.0,0.82,0.03,1.08,0.49,9.7,17.51,1.01,3.33,2.7,31.67,7.0,17.51,18.23,61.72,30.28,0.82,0.56,0.0,11.44,0.9,0.0,0.0,20.6,31.32,0.0,6.28,5.79
8477940,N. Ehlers,CAR,F,55,1004.69,0.25,0.49,0.75,2.44,0.16,0.31,0.02,0.18,0.0,0.0,0.0,3.47,0.19,2.47,0.45,0.31,0.16,5.22,2.42,0.04,0.02,0.0,1.13,0.05,1.05,0.33,16.2,19.68,0.61,2.91,2.17,24.91,6.02,11.84,24.07,46.29,23.36,0.89,0.65,0.0,9.64,1.31,0.0,0.0,19.88,29.78,0.0,10.62,8.74
8477942,K. Fiala,LAK,F,54,1146.06,0.33,0.37,0.7,2.63,0.69,0.41,-0.19,0.63,0.0,0.0,0.0,2.65,0.23,2.72,0.63,0.41,0.69,5.59,2.69,0.02,0.02,0.0,1.17,0.07,1.37,0.33,10.92,23.44,0.57,2.83,2.39,27.81,6.19,15.17,19.89,54.26,26.2,1.11,0.5,0.0,10.41,1.13,0.0,0.0,21.04,33.04,0.0,9.45,9.05
8477946,D. Larkin,DET,F,57,1218.28,0.44,0.44,0.88,2.95,0.51,0.51,0.16,0.6,0.0,0.0,0.0,3.04,0.26,2.95,0.79,0.51,0.51,5.86,2.81,0.07,0.07,0.0,1.12,0.07,0.89,0.23,8.73,11.34,0.78,3.0,2.55,27.98,5.93,18.25,21.11,58.47,26.53,0.81,0.65,0.0,11.51,0.88,0.0,0.0,18.69,25.02,0.0,9.43,9.31
8477947,S. Milano,WSH,F,30,538.47,0.13,0.13,0.27,1.13,0.3,0.1,0.0,0.13,0.0,0.0,0.0,3.53,0.08,1.2,0.27,0.1,0.3,1.77,1.2,0.0,0.0,0.0,0.33,0.03,0.6,0.13,3.98,10.75,0.21,2.73,2.6,27.8,6.23,16.23,18.03,55.93,26.47,0.73,0.6,0.0,11.23,1.17,0.0,0.0,19.44,28.13,0.0,3.02,2.98
8477948,T. Sanheim,PHI,D,54,1442.13,0.11,0.31,0.43,1.19,0.57,1.93,0.0,0.37,0.0,0.0,0.0,3.0,0.11,1.19,0.15,1.93,0.57,3.09,1.07,0.0,0.11,0.0,0.44,0.0,1.43,0.35,11.09,14.2,0.32,3.26,2.37,25.93,5.67,16.24,20.7,54.3,24.74,0.65,0.54,0.0,11.15,1.24,0.0,0.0,21.66,29.15,0.0,5.5,4.51
8477949,A. Tuch,BUF,F,54,1120.89,0.41,0.48,0.89,2.39,1.07,1.15,0.33,0.8,0.0,0.0,0.0,3.46,0.22,2.39,0.61,1.15,1.07,4.63,2.3,0.02,0.07,0.0,1.0,0.07,0.85,0.5,10.87,20.11,0.83,3.06,2.22,30.06,5.5,16.5,22.57,58.89,28.28,0.94,0.83,0.0,11.41,1.15,0.0,0.0,20.69,26.65,0.0,7.41,9.28
8477950,T. DeAngelo,NYI,D,56,1120.8,0.07,0.36,0.43,1.96,0.41,0.88,-0.04,0.62,0.0,0.0,0.0,2.88,0.14,1.96,0.09,0.88,0.41,4.11,1.86,0.07,0.04,0.0,0.7,0.02,1.39,0.23,18.16,16.42,0.32,2.8,2.3,28.25,5.82,16.5,19.55,57.2,26.93,0.96,0.36,0.0,11.93,0.89,0.0,0.0,19.16,27.67,0.0,6.96,6.22
8477951,N. Schmaltz,UTA,F,56,1182.73,0.39,0.52,0.91,2.36,0.29,0.61,0.36,0.36,0.0,0.0,0.0,3.2,0.22,2.36,0.73,0.61,0.29,4.38,2.32,0.04,0.0,0.0,0.66,0.0,1.04,0.55,7.89,14.42,0.77,2.79,1.99,25.93,4.64,15.36,21.62,52.41,24.41,1.0,0.52,0.0,10.8,1.38,0.0,0.0,20.38,27.68,0.0,8.07,10.41
8477952,R. Fabbri,STL,F,14,752.0,0.07,0.21,0.29,1.21,2.0,0.57,-0.21,0.71,0.0,0.0,0.0,2.43,0.09,1.21,0.36,0.57,2.0,1.86,1.14,0.0,0.07,0.0,0.86,0.0,0.29,0.0,6.14,9.57,0.33,3.5,1.97,25.86,5.07,15.57,15.93,53.36,24.43,1.0,0.43,0.0,9.79,0.86,0.0,0.0,21.04,34.92,0.0,3.43,4.31
8477953,K. Kapanen,EDM,F,17,839.88,0.18,0.41,0.59,1.88,2.0,0.47,0.35,0.12,0.0,0.0,0.0,3.53,0.12,1.88,0.47,0.47,2.0,2.88,1.71,0.18,0.0,0.0,1.06,0.12,0.76,0.06,7.03,16.71,0.53,2.76,2.04,26.12,4.88,16.18,21.24,54.35,24.82,0.65,0.65,0.0,10.65,0.82,0.0,0.0,21.44,30.44,0.0,5.19,5.72
8477955,J. McCann,SEA,F,30,988.93,0.53,0.43,0.97,2.4,0.7,0.6,0.1,0.17,0.0,0.0,0.0,3.2,0.19,2.43,0.77,0.6,0.7,4.27,2.27,0.13,0.03,0.0,0.47,0.07,1.07,0.27,13.42,14.31,0.8,3.07,2.37,28.57,5.7,18.0,21.33,60.3,27.17,0.77,0.63,0.0,12.23,1.27,0.0,0.0,20.34,28.59,0.0,6.73,7.78
8477956,D. Pastrnak,BOS,F,51,1212.9,0.43,0.94,1.37,3.55,1.18,0.37,0.08,0.78,0.0,0.0,0.0,3.39,0.29,3.55,0.8,0.37,1.18,7.39,3.39,0.14,0.02,0.0,1.29,0.1,1.75,0.37,14.64,20.08,1.07,3.16,2.33,30.04,5.78,17.04,21.9,59.16,29.0,0.65,0.39,0.0,11.78,0.94,0.0,0.0,19.3,25.21,0.0,11.25,11.08
8477960,A. Kempe,LAK,F,54,1151.13,0.37,0.46,0.83,2.76,1.8,0.59,0.19,0.85,0.0,0.0,0.0,2.65,0.22,2.94,0.67,0.59,1.8,6.33,2.76,0.17,0.02,0.0,1.04,0.04,0.78,0.24,12.63,29.42,0.79,2.83,2.39,27.81,6.19,15.17,19.89,54.26,26.2,1.11,0.5,0.0,10.41,1.13,0.0,0.0,21.04,33.04,0.0,10.58,8.84
8477964,I. Barbashev,VGK,F,55,972.62,0.27,0.42,0.69,1.53,1.6,0.56,0.18,0.15,0.0,0.0,0.0,3.31,0.1,1.53,0.44,0.56,1.6,2.6,1.4,0.11,0.02,0.0,0.67,0.02,1.11,0.24,8.6,11.85,0.54,3.2,2.43,25.11,5.78,16.49,21.67,53.78,23.8,0.8,0.51,0.0,11.78,0.96,0.0,0.0,22.03,28.93,0.0,4.72,4.05
8477967,T. Demko,VAN,G,30,2231.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,3.5,2.59,17.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477968,A. Nedeljkovic,SJS,G,53,1588.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,3.53,2.23,12.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477969,M. Pettersson,VAN,D,56,1268.93,0.02,0.18,0.2,0.86,0.88,1.7,-0.04,1.0,0.0,0.0,0.0,2.62,0.06,0.86,0.04,1.7,0.88,2.32,0.71,0.09,0.05,0.0,0.36,0.02,1.07,0.2,7.68,6.41,0.17,3.66,2.69,30.25,7.04,15.41,18.86,58.05,28.93,0.68,0.64,0.0,12.04,1.05,0.0,0.0,18.92,28.4,0.0,4.07,2.35
8477970,V. Vanecek,UTA,G,56,877.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,2.79,1.99,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477971,A. Englund,NSH,D,3,529.0,0.0,0.0,0.0,0.67,1.33,0.33,-0.33,0.67,0.0,0.0,0.0,4.0,0.02,0.67,0.0,0.33,1.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.0,8.67,22.67,0.0,3.67,2.09,30.67,6.67,9.0,21.33,46.33,29.0,1.0,0.67,0.0,12.0,1.0,0.0,0.0,25.77,40.27,0.0,1.97,0.8
8477979,N. Aube-Kubel,MIN,F,4,728.0,0.0,0.25,0.25,1.0,1.0,1.0,0.25,1.5,0.0,0.0,0.0,4.75,0.11,1.0,0.0,1.0,1.0,2.5,1.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25,9.5,4.5,0.31,1.5,2.85,30.25,5.25,20.25,23.5,66.0,28.5,1.25,0.5,0.0,13.25,1.0,0.0,0.0,18.33,23.4,0.0,3.48,3.4
8477986,B. Montour,SEA,D,36,1332.39,0.19,0.42,0.61,2.5,1.19,1.22,0.0,0.86,0.0,0.0,0.0,2.72,0.19,2.5,0.28,1.22,1.19,5.83,2.44,0.03,0.03,0.0,0.94,0.0,1.33,0.53,15.18,14.87,0.57,3.17,2.35,27.86,5.58,17.58,19.11,58.53,26.53,0.67,0.67,0.0,12.17,1.31,0.0,0.0,20.08,29.02,0.0,9.45,8.15
8477987,R. Donato,CHI,F,56,899.46,0.23,0.21,0.45,1.54,1.11,0.21,-0.12,0.61,0.0,0.0,0.0,2.75,0.15,1.64,0.46,0.21,1.11,3.32,1.54,0.09,0.02,0.0,0.54,0.02,0.71,0.32,10.43,26.35,0.4,3.23,2.59,30.09,6.89,14.04,22.86,56.54,28.46,1.09,0.54,0.0,11.98,1.02,0.0,0.0,19.6,28.49,0.0,5.66,5.49
8477989,C. Dvorak,PHI,F,53,1073.96,0.23,0.42,0.64,2.02,0.45,0.6,-0.02,0.3,0.0,0.0,0.0,2.98,0.17,2.04,0.51,0.6,0.45,3.38,1.91,0.04,0.09,0.0,0.7,0.04,0.83,0.25,9.24,16.82,0.55,3.23,2.38,25.87,5.66,16.13,20.66,54.15,24.72,0.6,0.55,0.0,11.15,1.19,0.0,0.0,21.59,28.49,0.0,6.0,6.79
8477990,B. Halverson,TBL,G,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,3.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477992,J. Johansson,TBL,G,52,1258.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,2.56,1.95,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477993,J. Kirkland,CGY,F,20,589.35,0.05,0.05,0.1,0.55,1.45,0.5,0.05,0.1,0.0,0.0,0.0,2.2,0.06,0.6,0.2,0.5,1.45,1.55,0.5,0.05,0.05,0.0,0.15,0.0,0.7,0.15,8.5,18.7,0.09,3.1,2.55,30.05,6.25,15.25,18.95,56.55,28.15,1.1,0.8,0.0,10.85,0.95,0.0,0.0,21.55,25.91,0.0,2.72,2.14
8477996,J. Lammikko,NJD,F,23,599.43,0.0,0.09,0.09,0.65,1.65,0.61,-0.17,0.17,0.0,0.0,0.0,2.3,0.06,0.65,0.13,0.61,1.65,1.09,0.61,0.04,0.0,0.0,0.48,0.0,0.17,0.09,4.54,2.67,0.16,3.17,2.2,30.57,5.74,15.3,18.74,55.96,29.09,0.7,0.78,0.0,11.48,1.04,0.0,0.0,20.82,30.76,0.0,1.97,3.19
8477998,W. Foegele,LAK,F,43,882.12,0.14,0.05,0.19,1.67,1.05,0.21,-0.12,0.33,0.0,0.0,0.0,2.63,0.13,1.7,0.26,0.21,1.05,3.56,1.65,0.0,0.05,0.0,1.16,0.09,1.14,0.26,10.97,12.43,0.16,2.77,2.36,27.88,6.14,14.81,20.47,53.91,26.19,1.21,0.49,0.0,10.49,1.19,0.0,0.0,20.71,32.67,0.0,6.24,5.65
8478007,E. Merzlikins,CBJ,G,54,1253.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,3.28,2.21,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478009,I. Sorokin,NYI,G,51,2318.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,2.8,2.29,18.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478010,B. Point,TBL,F,37,1082.16,0.3,0.51,0.81,2.22,0.11,0.35,0.11,0.22,0.0,0.0,0.0,3.68,0.23,2.27,0.78,0.35,0.11,3.65,2.24,0.03,0.0,0.0,0.57,0.05,0.59,0.14,8.87,26.15,0.69,2.76,2.01,26.81,4.89,14.78,23.22,52.43,25.16,0.89,0.76,0.0,10.92,1.08,0.0,0.0,20.84,25.99,0.0,6.91,10.55
8478013,J. Walman,EDM,D,27,1189.74,0.15,0.37,0.52,1.85,0.26,1.67,-0.26,0.3,0.0,0.0,0.0,3.33,0.12,1.85,0.19,1.67,0.26,4.19,1.81,0.0,0.04,0.0,0.59,0.0,1.19,0.37,11.52,12.11,0.46,3.63,2.08,26.67,5.37,14.48,15.93,52.33,25.56,0.7,0.41,0.0,11.0,0.89,0.0,0.0,22.19,29.28,0.0,7.5,5.6
8478020,M. Amadio,OTT,F,55,939.62,0.15,0.24,0.38,1.16,1.42,0.51,0.07,0.25,0.0,0.0,0.0,3.38,0.11,1.16,0.36,0.51,1.42,2.24,1.05,0.11,0.0,0.0,0.51,0.04,0.75,0.4,9.05,10.15,0.35,3.25,1.88,24.84,5.0,14.93,23.16,48.56,23.62,0.56,0.65,0.0,10.36,0.85,0.0,0.0,19.84,28.25,0.0,4.48,5.65
8478024,V. Husso,ANA,G,25,1589.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3.32,2.34,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478038,D. Toews,COL,D,41,1336.93,0.02,0.29,0.32,1.68,0.39,1.44,0.61,0.44,0.0,0.0,0.0,4.0,0.1,1.68,0.02,1.44,0.39,3.71,1.46,0.07,0.15,0.0,0.63,0.02,1.1,0.34,12.21,17.63,0.3,2.27,2.38,27.0,5.51,15.34,20.05,54.2,25.51,0.93,0.56,0.0,10.34,1.22,0.0,0.0,20.75,27.78,0.0,6.44,4.25
8478039,K. Kahkonen,MTL,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478042,V. Arvidsson,BOS,F,44,862.86,0.32,0.32,0.64,2.8,0.36,0.59,0.2,0.41,0.0,0.0,0.0,3.7,0.27,2.8,0.82,0.59,0.36,5.23,2.66,0.14,0.0,0.0,0.73,0.02,0.73,0.2,14.14,19.61,0.62,3.09,2.33,30.16,5.77,17.0,22.43,59.48,29.14,0.59,0.43,0.0,12.39,0.91,0.0,0.0,19.55,23.87,0.0,8.05,10.11
8478043,S. Lafferty,CHI,F,19,533.74,0.05,0.05,0.11,0.32,1.21,0.16,0.11,0.74,0.0,0.0,0.0,2.79,0.03,0.32,0.11,0.16,1.21,0.74,0.32,0.0,0.0,0.0,0.16,0.0,0.47,0.05,1.24,1.72,0.07,3.32,2.61,30.0,6.58,14.84,23.79,56.47,28.11,1.37,0.53,0.0,11.63,0.79,0.0,0.0,20.92,26.84,0.0,1.35,1.18
8478046,D. Heinen,PIT/CBJ,F,24,635.67,0.08,0.08,0.17,0.96,1.54,0.67,0.0,0.33,0.0,0.0,0.0,2.92,0.12,0.96,0.21,0.67,1.54,2.25,0.96,0.0,0.0,0.0,0.58,0.04,0.33,0.25,7.06,9.17,0.24,3.29,2.28,28.54,6.21,17.0,16.62,57.42,27.46,0.75,0.33,0.0,10.38,0.62,0.0,0.0,19.81,27.84,0.0,3.95,5.33
8478047,M. Bunting,NSH,F,55,892.78,0.22,0.33,0.55,1.8,0.55,0.35,-0.22,0.25,0.0,0.0,0.0,2.95,0.21,1.8,0.47,0.35,0.55,4.15,1.67,0.13,0.0,0.0,0.89,0.02,0.71,0.13,7.66,14.25,0.47,3.42,2.04,29.4,5.49,12.98,19.95,52.35,28.18,0.73,0.49,0.0,10.75,1.09,0.0,0.0,20.66,26.12,0.0,7.51,9.68
8478048,I. Shesterkin,NYR,G,44,2735.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,2.73,2.5,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478055,G. Forsling,FLA,D,55,1356.27,0.04,0.35,0.38,1.18,0.69,1.11,-0.07,0.44,0.0,0.0,0.0,3.05,0.08,1.18,0.04,1.11,0.69,3.05,1.16,0.02,0.0,0.0,0.58,0.02,0.73,0.4,12.89,15.94,0.36,3.29,2.3,25.89,6.25,13.6,20.55,50.69,24.2,0.98,0.71,0.0,10.22,1.29,0.0,0.0,20.72,27.78,0.0,5.89,3.39
8478057,D. Joshua,TOR,F,36,739.25,0.17,0.11,0.28,0.89,3.53,0.72,-0.06,0.69,0.0,0.0,0.0,3.31,0.07,0.89,0.36,0.72,3.53,1.56,0.83,0.03,0.03,0.0,0.36,0.06,0.36,0.19,4.85,4.81,0.36,3.39,2.58,31.0,6.69,17.28,17.81,60.44,29.78,0.67,0.56,0.0,11.06,1.06,0.0,0.0,21.02,30.93,0.0,2.61,3.08
