player_id,player_name,team,position,games_played,toi_seconds,goals,assists,points,shots,hits,blocks,plus_minus,pim,fow,fol,fo_pct,GF,xG_For,Shots_For,HDC_For,Blocks_For,Hits_For,Corsi_For,OZ_Shots_For,NZ_Shots_For,DZ_Shots_For,Rush_Shots_For,ENtoS_For,EXtoEN_For,Giveaways_For,Takeaways_For,Lateral_Move_For,Longitudinal_Move_For,GameScore_For,GA,xG_Against,Shots_Against,HDC_Against,Blocks_Against,Hits_Against,Corsi_Against,OZ_Shots_Against,NZ_Shots_Against,DZ_Shots_Against,Rush_Shots_Against,ENtoS_Against,EXtoEN_Against,Giveaways_Against,Takeaways_Against,Lateral_Move_Against,Longitudinal_Move_Against,GameScore_Against,Corsi_Pct,xG_Pct
8470613,B. Burns,COL,D,54,1171.72,0.17,0.31,0.48,2.13,0.2,1.13,0.5,0.33,0.0,0.0,0.0,3.85,0.13,2.13,0.17,1.13,0.2,4.83,2.0,0.02,0.11,0.0,0.76,0.06,1.24,0.24,15.84,17.34,0.4,2.52,2.34,26.98,5.67,15.06,20.59,53.78,25.5,0.94,0.54,0.0,10.67,1.17,0.0,0.0,20.69,27.24,0.0,8.49,5.53
8470621,C. Perry,LAK,F,43,850.05,0.26,0.4,0.65,1.77,0.42,0.3,0.12,0.98,0.0,0.0,0.0,2.72,0.16,1.81,0.49,0.3,0.42,3.42,1.72,0.07,0.02,0.0,0.63,0.02,0.81,0.12,8.23,14.81,0.52,2.6,2.42,27.47,5.91,15.4,19.02,54.56,25.74,1.12,0.6,0.0,10.42,1.05,0.0,0.0,21.55,32.06,0.0,6.04,6.41
8471214,A. Ovechkin,WSH,F,57,1079.04,0.39,0.44,0.82,2.77,1.67,0.18,0.07,0.28,0.0,0.0,0.0,3.21,0.21,2.77,0.61,0.18,1.67,6.19,2.68,0.02,0.07,0.0,1.05,0.02,0.88,0.11,13.74,14.09,0.73,3.0,2.56,28.72,6.39,16.91,18.89,57.72,27.35,0.79,0.58,0.0,11.47,1.07,0.0,0.0,19.85,28.67,0.0,10.05,8.01
8471215,E. Malkin,PIT,F,39,1053.33,0.33,0.77,1.1,2.54,0.38,0.36,0.38,0.72,0.0,0.0,0.0,3.36,0.23,2.56,0.74,0.36,0.38,4.0,2.49,0.08,0.0,0.0,0.67,0.03,1.62,0.46,8.34,15.46,0.81,2.69,2.17,28.31,5.38,16.56,22.13,57.0,27.18,0.74,0.38,0.0,11.08,1.08,0.0,0.0,20.28,28.91,0.0,6.81,10.02
8471675,S. Crosby,PIT,F,54,1176.13,0.5,0.57,1.07,2.28,0.87,0.43,0.0,0.63,0.0,0.0,0.0,3.39,0.24,2.39,0.85,0.43,0.87,3.78,2.24,0.09,0.06,0.0,0.72,0.0,1.11,0.39,10.46,20.71,0.86,3.0,2.15,27.78,5.52,16.46,21.09,56.43,26.7,0.74,0.33,0.0,11.06,1.07,0.0,0.0,20.92,28.91,0.0,6.43,10.23
8471685,A. Kopitar,LAK,F,39,1106.08,0.15,0.38,0.54,1.28,0.56,0.92,0.28,0.21,0.0,0.0,0.0,2.72,0.1,1.31,0.28,0.92,0.56,2.87,1.31,0.0,0.0,0.0,0.62,0.03,0.9,0.28,4.95,7.84,0.43,2.74,2.36,27.51,5.95,15.44,20.23,54.69,25.87,1.03,0.62,0.0,10.38,0.97,0.0,0.0,21.48,32.26,0.0,5.15,4.43
8471724,K. Letang,PIT,D,50,1325.76,0.06,0.44,0.5,1.62,1.34,1.28,0.06,0.44,0.0,0.0,0.0,3.3,0.13,1.64,0.1,1.28,1.34,3.88,1.4,0.06,0.18,0.0,0.68,0.0,1.46,0.34,11.83,13.2,0.39,3.02,2.17,27.96,5.54,16.54,21.02,56.64,26.86,0.78,0.32,0.0,10.9,1.08,0.0,0.0,20.72,28.41,0.0,6.5,5.79
8471734,J. Quick,NYR,G,50,1276.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,3.28,2.47,9.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8471817,R. Reaves,SJS,F,46,478.24,0.07,0.0,0.07,0.5,3.09,0.33,-0.26,0.7,0.0,0.0,0.0,3.24,0.05,0.5,0.13,0.33,3.09,1.11,0.46,0.04,0.0,0.0,0.33,0.04,0.37,0.15,4.73,6.45,0.14,3.57,2.23,30.67,5.89,16.76,17.39,58.52,29.2,0.76,0.72,0.0,11.57,1.09,0.0,0.0,19.17,23.62,0.0,1.94,2.4
8473419,B. Marchand,FLA,F,45,1101.33,0.56,0.56,1.11,2.82,0.76,0.36,-0.27,0.76,0.0,0.0,0.0,3.2,0.21,2.84,0.76,0.36,0.76,5.22,2.71,0.09,0.04,0.0,1.2,0.02,1.11,0.29,12.03,23.69,0.92,3.2,2.32,26.53,6.38,13.71,19.96,51.29,24.84,1.07,0.62,0.0,10.16,1.18,0.0,0.0,20.58,26.46,0.0,9.52,8.24
8473422,N. Foligno,CHI,F,32,774.66,0.06,0.25,0.31,0.81,2.38,0.78,0.06,0.72,0.0,0.0,0.0,2.81,0.07,0.84,0.19,0.78,2.38,1.38,0.78,0.06,0.0,0.0,0.28,0.03,0.59,0.06,8.52,18.53,0.3,3.03,2.53,30.41,6.78,13.81,22.03,56.88,28.78,1.06,0.56,0.0,12.28,1.16,0.0,0.0,18.36,28.2,0.0,2.64,3.08
8473503,J. Reimer,OTT,G,9,1966.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.22,2.07,13.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473507,J. Petry,FLA,D,53,883.68,0.0,0.15,0.15,0.77,0.96,1.0,-0.11,0.42,0.0,0.0,0.0,3.02,0.07,0.77,0.04,1.0,0.96,2.32,0.72,0.04,0.02,0.0,0.49,0.02,0.77,0.02,9.95,11.45,0.12,3.26,2.3,25.74,6.23,13.75,20.68,50.75,24.02,1.0,0.72,0.0,10.26,1.3,0.0,0.0,20.84,28.1,0.0,4.29,2.96
8473512,C. Giroux,OTT,F,55,1031.56,0.2,0.51,0.71,1.71,0.91,0.4,0.29,0.36,0.0,0.0,0.0,3.38,0.15,1.71,0.4,0.4,0.91,3.04,1.42,0.24,0.05,0.0,0.53,0.0,0.69,0.24,9.61,15.41,0.6,3.25,1.88,24.84,5.0,14.93,23.16,48.56,23.62,0.56,0.65,0.0,10.36,0.85,0.0,0.0,19.84,28.25,0.0,5.98,7.24
8473533,J. Staal,CAR,F,52,959.12,0.25,0.21,0.46,1.38,1.98,0.54,0.04,0.48,0.0,0.0,0.0,3.52,0.12,1.38,0.38,0.54,1.98,2.77,1.29,0.06,0.04,0.0,0.65,0.04,0.63,0.21,10.52,12.46,0.44,2.9,2.17,25.35,6.04,11.81,23.67,46.58,23.79,0.87,0.69,0.0,9.77,1.27,0.0,0.0,19.55,29.82,0.0,5.99,5.88
8473604,J. Toews,WPG,F,55,907.47,0.13,0.22,0.35,1.35,0.25,0.45,-0.27,0.55,0.0,0.0,0.0,2.89,0.11,1.36,0.24,0.45,0.25,2.38,1.31,0.05,0.0,0.0,0.55,0.02,0.71,0.29,7.76,9.86,0.3,3.09,2.4,28.2,5.96,15.71,18.44,55.58,26.95,0.67,0.58,0.0,11.04,1.07,0.0,0.0,20.74,27.14,0.0,4.19,4.69
8473986,A. Killorn,ANA,F,55,968.22,0.11,0.2,0.31,1.8,0.89,0.44,-0.05,0.62,0.0,0.0,0.0,3.29,0.14,1.8,0.4,0.44,0.89,3.13,1.69,0.04,0.07,0.0,0.65,0.02,0.8,0.29,6.5,5.33,0.31,3.51,2.26,29.13,5.95,16.56,18.58,57.31,27.45,0.73,0.95,0.0,11.91,1.24,0.0,0.0,20.49,25.76,0.0,5.33,6.35
8473994,J. Benn,DAL,F,34,752.26,0.21,0.35,0.56,1.29,1.32,0.32,0.26,0.62,0.0,0.0,0.0,3.32,0.07,1.29,0.32,0.32,1.32,1.82,1.24,0.03,0.03,0.0,0.47,0.03,0.62,0.15,5.04,4.76,0.47,2.65,2.32,26.94,5.79,16.59,25.41,54.59,25.5,0.74,0.71,0.0,11.44,0.94,0.0,0.0,19.97,29.71,0.0,3.14,2.84
8474013,I. Cole,UTA,D,56,1100.27,0.04,0.25,0.29,0.75,0.98,1.96,0.3,0.59,0.0,0.0,0.0,3.2,0.06,0.75,0.05,1.96,0.98,2.07,0.66,0.0,0.09,0.0,0.27,0.05,1.2,0.16,10.91,8.83,0.22,2.79,1.99,25.93,4.64,15.36,21.62,52.41,24.41,1.0,0.52,0.0,10.8,1.38,0.0,0.0,20.38,27.68,0.0,4.0,3.26
8474037,J. van Riemsdyk,DET,F,48,749.21,0.29,0.21,0.5,1.69,0.17,0.48,-0.21,0.25,0.0,0.0,0.0,3.04,0.15,1.73,0.58,0.48,0.17,3.1,1.65,0.06,0.02,0.0,0.58,0.0,0.58,0.15,8.62,15.87,0.45,2.79,2.62,28.21,5.83,18.94,20.9,59.92,26.65,0.85,0.71,0.0,11.71,0.92,0.0,0.0,18.34,23.88,0.0,5.1,5.48
8474090,B. Smith,CBJ,D,15,664.67,0.0,0.13,0.13,0.67,0.8,0.73,-0.07,0.73,0.0,0.0,0.0,3.13,0.04,0.67,0.0,0.73,0.8,1.4,0.67,0.0,0.0,0.0,0.27,0.0,1.0,0.33,4.6,7.8,0.08,3.47,2.24,29.47,5.93,16.0,18.73,57.33,27.67,1.2,0.6,0.0,12.0,1.67,0.0,0.0,21.17,28.86,0.0,2.37,1.86
8474102,D. Perron,OTT,F,49,806.16,0.2,0.31,0.51,1.41,1.31,0.37,0.04,0.45,0.0,0.0,0.0,3.33,0.12,1.41,0.41,0.37,1.31,2.41,1.37,0.02,0.02,0.0,0.53,0.04,0.59,0.18,6.02,7.89,0.45,3.35,1.87,25.29,5.06,14.92,23.47,48.86,24.04,0.61,0.63,0.0,10.49,0.86,0.0,0.0,20.22,29.43,0.0,4.79,6.3
8474141,P. Kane,DET,F,42,1023.0,0.19,0.57,0.76,2.43,0.21,0.43,0.05,0.24,0.0,0.0,0.0,3.02,0.16,2.48,0.4,0.43,0.21,4.36,2.4,0.07,0.0,0.0,0.74,0.02,1.02,0.07,13.07,22.74,0.6,2.93,2.54,27.9,5.95,18.5,21.57,58.4,26.43,0.74,0.74,0.0,11.4,0.93,0.0,0.0,18.58,23.76,0.0,7.25,6.02
8474149,E. Dadonov,NJD,F,16,652.88,0.0,0.0,0.0,0.94,0.38,0.69,-0.19,0.12,0.0,0.0,0.0,2.56,0.09,0.94,0.25,0.69,0.38,1.94,0.75,0.12,0.06,0.0,0.38,0.0,0.62,0.12,10.84,6.81,0.03,3.31,2.07,26.56,5.25,14.19,20.06,54.12,25.5,0.75,0.31,0.0,10.19,1.12,0.0,0.0,22.12,24.43,0.0,3.36,3.66
8474150,M. Backlund,CGY,F,55,1058.53,0.22,0.38,0.6,2.42,0.36,0.33,0.24,0.22,0.0,0.0,0.0,2.51,0.15,2.42,0.47,0.33,0.36,4.24,2.11,0.24,0.07,0.0,0.95,0.05,0.89,0.42,13.18,16.15,0.55,3.02,2.53,29.02,6.02,16.11,19.33,56.56,27.16,1.11,0.75,0.0,11.65,1.0,0.0,0.0,20.31,25.06,0.0,7.11,5.94
8474151,R. McDonagh,TBL,D,20,1185.65,0.2,0.25,0.45,1.05,0.45,1.7,0.05,0.0,0.0,0.0,0.0,3.35,0.1,1.05,0.2,1.7,0.45,2.5,0.9,0.05,0.1,0.0,0.65,0.15,1.05,0.4,4.92,6.42,0.38,2.7,1.94,28.05,4.6,14.65,23.25,52.3,26.15,0.85,1.05,0.0,11.25,0.75,0.0,0.0,21.72,26.79,0.0,4.81,5.4
8474189,L. Eller,OTT,F,41,725.27,0.05,0.15,0.2,0.88,0.78,0.56,-0.02,0.15,0.0,0.0,0.0,3.46,0.09,0.88,0.17,0.56,0.78,1.95,0.83,0.05,0.0,0.0,0.34,0.0,0.54,0.1,4.59,6.96,0.18,3.29,1.88,25.0,5.02,15.46,23.93,49.15,23.83,0.61,0.56,0.0,10.39,0.9,0.0,0.0,19.14,28.65,0.0,3.86,4.72
8474563,D. Doughty,LAK,D,46,1379.67,0.07,0.24,0.3,1.46,0.52,1.13,0.07,0.61,0.0,0.0,0.0,2.72,0.1,1.46,0.07,1.13,0.52,3.59,1.39,0.0,0.07,0.0,0.63,0.0,1.22,0.28,14.26,14.79,0.24,2.87,2.39,27.87,6.22,15.39,19.63,54.26,26.28,1.13,0.46,0.0,10.52,1.2,0.0,0.0,19.96,32.08,0.0,6.33,4.29
8474564,S. Stamkos,NSH,F,55,1054.36,0.49,0.25,0.75,2.4,1.11,0.38,-0.27,0.55,0.0,0.0,0.0,2.95,0.21,2.42,0.75,0.38,1.11,4.49,2.35,0.04,0.04,0.0,0.91,0.04,0.84,0.38,11.24,21.21,0.69,3.42,2.04,29.4,5.49,12.98,19.95,52.35,28.18,0.73,0.49,0.0,10.75,1.09,0.0,0.0,20.66,26.12,0.0,7.96,9.51
8474567,Z. Bogosian,MIN,D,24,896.04,0.04,0.12,0.17,0.83,0.83,0.96,0.33,0.25,0.0,0.0,0.0,3.42,0.06,0.83,0.08,0.96,0.83,1.75,0.79,0.0,0.04,0.0,0.38,0.0,0.5,0.21,11.02,10.29,0.2,2.71,2.59,30.0,5.67,17.75,19.83,60.12,28.12,1.21,0.67,0.0,11.46,0.92,0.0,0.0,20.29,35.05,0.0,2.9,2.37
8474568,L. Schenn,WPG,D,41,827.07,0.02,0.12,0.15,0.73,3.2,1.22,-0.22,0.66,0.0,0.0,0.0,2.93,0.06,0.73,0.02,1.22,3.2,1.93,0.63,0.02,0.07,0.0,0.37,0.07,0.9,0.15,10.84,12.85,0.18,2.95,2.43,27.88,5.78,15.98,18.24,55.9,26.85,0.54,0.49,0.0,10.98,1.15,0.0,0.0,21.19,26.77,0.0,3.35,2.53
8474574,T. Myers,VAN,D,56,1212.21,0.02,0.12,0.14,1.27,1.14,1.61,-0.43,0.71,0.0,0.0,0.0,2.62,0.08,1.27,0.02,1.61,1.14,2.89,1.23,0.02,0.02,0.0,0.52,0.0,1.05,0.36,10.12,14.23,0.18,3.66,2.69,30.25,7.04,15.41,18.86,58.05,28.93,0.68,0.64,0.0,12.04,1.05,0.0,0.0,18.92,28.4,0.0,4.87,3.14
8474578,E. Karlsson,PIT,D,49,1423.08,0.08,0.61,0.69,2.1,0.2,0.88,0.04,0.29,0.0,0.0,0.0,3.33,0.19,2.1,0.14,0.88,0.2,5.8,1.98,0.02,0.1,0.0,0.86,0.02,1.33,0.49,13.7,17.62,0.55,3.04,2.14,27.76,5.45,16.57,21.1,56.33,26.73,0.73,0.29,0.0,11.2,0.98,0.0,0.0,20.85,28.51,0.0,9.48,8.41
8474586,J. Eberle,SEA,F,52,1127.06,0.37,0.35,0.71,2.23,0.73,0.52,0.17,0.31,0.0,0.0,0.0,2.92,0.22,2.29,0.83,0.52,0.73,4.04,2.25,0.02,0.02,0.0,0.69,0.02,0.75,0.23,9.16,19.5,0.64,2.94,2.42,29.31,5.58,18.0,20.5,61.1,27.98,0.77,0.56,0.0,12.5,1.33,0.0,0.0,20.06,28.81,0.0,6.46,8.94
8474590,J. Carlson,WSH,D,53,1387.09,0.19,0.66,0.85,2.06,0.38,1.47,0.25,0.49,0.0,0.0,0.0,3.19,0.16,2.08,0.34,1.47,0.38,4.62,1.87,0.08,0.13,0.0,0.83,0.0,1.51,0.66,15.57,16.18,0.68,3.08,2.53,28.26,6.38,16.87,19.15,57.19,26.89,0.79,0.58,0.0,11.28,1.11,0.0,0.0,19.53,28.37,0.0,7.9,6.49
8474593,J. Markstrom,NJD,G,50,1975.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,3.22,2.19,14.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8474596,J. Allen,NJD,G,55,1733.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,3.07,2.18,13.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8474600,R. Josi,NSH,D,43,1446.6,0.23,0.63,0.86,2.7,0.35,1.58,-0.19,0.51,0.0,0.0,0.0,3.07,0.2,2.7,0.35,1.58,0.35,5.81,2.58,0.05,0.07,0.0,1.14,0.07,1.16,0.42,17.15,18.45,0.77,3.33,2.08,30.0,5.47,13.51,20.23,53.56,28.67,0.81,0.51,0.0,11.16,1.09,0.0,0.0,21.05,27.34,0.0,10.3,9.62
8474612,T. Hamonic,DET,D,24,868.71,0.0,0.08,0.08,0.79,1.08,1.67,-0.42,0.92,0.0,0.0,0.0,2.62,0.05,0.79,0.0,1.67,1.08,1.62,0.62,0.08,0.08,0.0,0.25,0.08,0.79,0.21,14.54,11.02,0.13,3.17,2.47,27.04,6.04,17.54,20.62,55.29,25.5,1.08,0.46,0.0,10.71,1.25,0.0,0.0,17.71,25.18,0.0,3.11,1.95
8474641,A. Henrique,EDM,F,43,829.98,0.05,0.19,0.23,1.47,0.56,1.33,-0.21,0.28,0.0,0.0,0.0,3.37,0.14,1.47,0.3,1.33,0.56,2.79,1.37,0.07,0.02,0.0,0.6,0.0,0.67,0.23,7.93,10.88,0.28,3.37,2.23,27.63,5.26,16.35,20.05,55.35,26.33,0.72,0.58,0.0,10.7,0.91,0.0,0.0,20.47,26.02,0.0,4.91,5.96
8474679,G. Nyquist,WPG,F,34,777.35,0.0,0.26,0.26,1.24,0.59,0.47,-0.12,0.12,0.0,0.0,0.0,2.97,0.11,1.24,0.18,0.47,0.59,2.47,1.21,0.03,0.0,0.0,0.41,0.03,0.5,0.29,6.29,5.96,0.27,3.06,2.33,27.91,5.71,16.32,19.32,55.56,26.74,0.71,0.47,0.0,11.24,1.21,0.0,0.0,21.47,26.14,0.0,4.38,4.73
8474716,J. Spurgeon,MIN,D,57,1203.42,0.09,0.19,0.28,1.19,1.16,1.88,-0.05,0.25,0.0,0.0,0.0,3.33,0.09,1.19,0.12,1.88,1.16,2.75,1.05,0.07,0.07,0.0,0.42,0.02,0.77,0.21,12.4,13.28,0.32,2.88,2.64,30.26,6.07,17.47,19.07,60.25,28.91,0.86,0.49,0.0,11.63,0.89,0.0,0.0,20.41,29.63,0.0,4.56,3.48
8475149,M. Johansson,MIN,F,52,952.06,0.25,0.46,0.71,1.5,0.44,0.23,0.35,0.15,0.0,0.0,0.0,3.19,0.12,1.52,0.52,0.23,0.44,2.69,1.4,0.06,0.06,0.0,0.69,0.02,0.77,0.31,4.84,9.72,0.56,2.9,2.67,30.46,6.12,17.35,18.87,60.38,29.08,0.88,0.5,0.0,11.63,0.85,0.0,0.0,20.33,30.42,0.0,4.33,4.53
8475151,K. Palmieri,NYI,F,25,1132.6,0.24,0.48,0.72,2.84,0.76,0.36,-0.08,0.32,0.0,0.0,0.0,3.0,0.27,2.88,0.72,0.36,0.76,5.04,2.8,0.0,0.08,0.0,1.0,0.0,0.72,0.32,9.82,13.18,0.69,2.92,2.25,27.68,6.24,16.6,19.56,55.08,26.48,0.68,0.52,0.0,11.76,0.88,0.0,0.0,18.62,27.71,0.0,8.67,10.99
8475158,R. O'Reilly,NSH,F,55,1208.98,0.36,0.6,0.96,1.82,0.18,0.75,0.13,0.18,0.0,0.0,0.0,2.95,0.21,1.87,0.71,0.75,0.18,3.02,1.82,0.02,0.04,0.0,0.58,0.02,0.65,0.67,10.45,17.2,0.84,3.42,2.04,29.4,5.49,12.98,19.95,52.35,28.18,0.73,0.49,0.0,10.75,1.09,0.0,0.0,20.66,26.12,0.0,5.68,9.32
8475166,J. Tavares,TOR,F,56,1076.36,0.34,0.48,0.82,2.46,0.93,0.23,-0.3,0.36,0.0,0.0,0.0,3.27,0.22,2.48,0.7,0.23,0.93,4.64,2.43,0.04,0.02,0.0,0.86,0.04,0.93,0.39,11.37,16.3,0.71,3.43,2.64,31.64,6.71,17.09,17.91,61.23,30.29,0.8,0.55,0.0,11.14,0.93,0.0,0.0,20.92,30.02,0.0,7.23,8.05
8475167,V. Hedman,TBL,D,19,1231.26,0.0,0.63,0.63,1.42,0.42,1.53,-0.05,0.32,0.0,0.0,0.0,3.05,0.12,1.42,0.0,1.53,0.42,4.32,1.32,0.11,0.0,0.0,0.58,0.0,1.47,0.26,17.12,10.61,0.44,2.68,2.06,28.53,4.74,14.84,22.89,53.53,26.42,1.05,1.05,0.0,10.63,0.84,0.0,0.0,21.51,26.88,0.0,7.26,5.58
8475168,M. Duchene,DAL,F,31,948.84,0.29,0.29,0.58,1.52,0.29,0.39,-0.13,0.19,0.0,0.0,0.0,3.29,0.14,1.61,0.58,0.39,0.29,2.77,1.52,0.1,0.0,0.0,0.68,0.06,0.94,0.19,8.59,20.85,0.44,3.03,2.31,27.52,5.77,17.16,26.03,55.58,25.65,1.0,0.87,0.0,11.65,0.94,0.0,0.0,19.9,29.9,0.0,4.82,5.94
8475169,E. Kane,VAN,F,55,1010.51,0.16,0.29,0.45,2.45,1.69,0.38,-0.33,1.38,0.0,0.0,0.0,2.65,0.19,2.47,0.36,0.38,1.69,5.22,2.36,0.05,0.05,0.0,1.04,0.07,1.02,0.2,13.97,16.66,0.44,3.65,2.7,30.47,7.04,15.47,18.75,58.35,29.15,0.69,0.64,0.0,12.07,1.05,0.0,0.0,18.75,28.55,0.0,8.55,7.26
8475170,B. Schenn,STL,F,56,1005.73,0.21,0.21,0.43,1.43,2.21,0.45,-0.45,0.88,0.0,0.0,0.0,2.55,0.15,1.43,0.5,0.45,2.21,2.79,1.43,0.0,0.0,0.0,0.66,0.11,0.71,0.27,8.41,10.51,0.41,3.54,2.12,27.84,5.61,15.84,17.66,54.73,26.16,1.05,0.62,0.0,10.62,1.11,0.0,0.0,21.35,28.9,0.0,4.94,6.83
8475171,O. Ekman-Larsson,TOR,D,56,1243.62,0.14,0.45,0.59,1.45,1.23,0.86,0.02,0.57,0.0,0.0,0.0,3.27,0.11,1.45,0.16,0.86,1.23,3.34,1.34,0.05,0.05,0.0,0.62,0.02,1.48,0.2,8.99,13.3,0.4,3.43,2.64,31.64,6.71,17.09,17.91,61.23,30.29,0.8,0.55,0.0,11.14,0.93,0.0,0.0,20.92,30.02,0.0,5.3,4.16
8475172,N. Kadri,CGY,F,55,1168.95,0.18,0.49,0.67,2.78,0.62,0.35,-0.45,0.4,0.0,0.0,0.0,2.51,0.25,2.82,0.6,0.35,0.62,5.73,2.73,0.05,0.04,0.0,1.02,0.05,1.05,0.27,12.58,16.03,0.59,3.02,2.53,29.02,6.02,16.11,19.33,56.56,27.16,1.11,0.75,0.0,11.65,1.0,0.0,0.0,20.31,25.06,0.0,9.46,9.58
8475179,D. Kulikov,FLA,D,2,646.5,0.0,0.0,0.0,0.5,0.5,0.0,-0.5,0.0,0.0,0.0,0.0,2.5,0.01,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,-0.1,1.5,1.84,19.5,4.0,12.0,22.0,42.5,18.5,0.5,0.5,0.0,8.5,0.5,0.0,0.0,26.96,39.13,0.0,1.0,0.55
8475181,N. Leddy,SJS,D,19,1050.26,0.0,0.21,0.21,0.32,0.21,1.37,-0.47,0.32,0.0,0.0,0.0,3.11,0.03,0.32,0.0,1.37,0.21,1.0,0.32,0.0,0.0,0.0,0.16,0.0,0.68,0.21,6.68,4.63,0.16,4.11,2.12,29.79,5.95,16.21,14.79,57.68,28.05,1.05,0.68,0.0,11.05,1.32,0.0,0.0,19.71,25.53,0.0,1.78,1.26
8475184,C. Kreider,ANA,F,49,1015.1,0.39,0.22,0.61,1.96,0.92,0.35,-0.08,0.41,0.0,0.0,0.0,3.22,0.24,1.96,0.76,0.35,0.92,4.0,1.92,0.02,0.02,0.0,1.02,0.06,0.9,0.22,11.8,13.99,0.52,3.61,2.19,28.86,5.9,16.2,18.39,56.22,27.2,0.69,0.96,0.0,11.61,1.16,0.0,0.0,20.78,25.12,0.0,6.87,10.39
8475188,B. McNabb,VGK,D,38,1247.53,0.05,0.03,0.08,0.87,1.66,2.58,-0.13,0.47,0.0,0.0,0.0,3.13,0.09,0.87,0.11,2.58,1.66,2.74,0.71,0.08,0.08,0.0,0.53,0.03,0.76,0.34,14.86,10.98,0.21,3.13,2.51,25.74,5.74,17.03,21.21,55.11,24.55,0.71,0.47,0.0,12.03,0.84,0.0,0.0,22.67,29.83,0.0,4.9,3.43
8475191,R. Smith,VGK,F,51,825.94,0.18,0.14,0.31,1.14,0.37,0.2,-0.24,0.04,0.0,0.0,0.0,3.31,0.08,1.16,0.22,0.2,0.37,2.14,1.08,0.06,0.02,0.0,0.63,0.0,0.98,0.2,6.77,8.75,0.21,3.24,2.44,25.04,5.84,16.2,22.12,53.51,23.67,0.84,0.53,0.0,11.63,0.96,0.0,0.0,22.01,29.12,0.0,3.9,3.51
8475200,D. Orlov,SJS,D,54,1284.8,0.02,0.41,0.43,0.94,1.43,1.0,-0.17,0.59,0.0,0.0,0.0,3.13,0.08,0.94,0.02,1.0,1.43,2.54,0.87,0.02,0.06,0.0,0.39,0.06,1.09,0.28,11.88,13.08,0.32,3.5,2.24,30.59,5.85,16.89,17.0,59.11,29.17,0.74,0.69,0.0,11.61,1.13,0.0,0.0,19.15,24.81,0.0,4.28,3.6
8475208,B. Dumoulin,LAK,D,54,1107.59,0.02,0.2,0.22,0.94,0.46,1.22,0.07,0.26,0.0,0.0,0.0,2.65,0.06,0.94,0.04,1.22,0.46,2.37,0.81,0.04,0.09,0.0,0.35,0.04,1.15,0.28,7.13,7.84,0.16,2.83,2.39,27.81,6.19,15.17,19.89,54.26,26.2,1.11,0.5,0.0,10.41,1.13,0.0,0.0,21.04,33.04,0.0,4.27,2.75
8475218,M. Ekholm,EDM,D,56,1254.77,0.11,0.38,0.48,1.77,0.93,1.59,0.32,0.39,0.0,0.0,0.0,3.45,0.15,1.77,0.18,1.59,0.93,3.95,1.52,0.14,0.11,0.0,0.8,0.05,1.29,0.38,12.43,15.35,0.42,3.3,2.16,27.27,5.29,15.86,19.57,54.7,26.0,0.71,0.55,0.0,10.79,0.84,0.0,0.0,20.77,26.84,0.0,6.89,6.91
8475220,M. Foligno,MIN,F,46,781.59,0.13,0.11,0.24,1.17,3.15,0.83,-0.24,1.17,0.0,0.0,0.0,3.35,0.09,1.17,0.26,0.83,3.15,2.17,0.96,0.17,0.04,0.0,0.3,0.02,0.5,0.15,7.22,7.08,0.32,2.93,2.62,30.57,6.02,17.28,18.93,60.57,29.28,0.83,0.46,0.0,11.54,0.85,0.0,0.0,20.29,28.91,0.0,3.52,3.47
